asset_id;tipo_asset;area_geografica;eta_anni;temperatura_media;vibrazione_indice;carico_pct;umidita_media;manutenzioni_ultimi_5anni;giorni_da_ultima_manutenzione;criticita_utenza;guasto_entro_30gg
AST-00951;trasformatore;Centro;1;41,6;1,69;65,3;80,6;6;248;critica;0
AST-00952;trasformatore;Nord;20;54,4;0,82;96,8;68,1;1;209;alta;0
AST-00953;trasformatore;Nord;14;45,6;1,36;62,5;49,4;4;280;alta;0
AST-00954;trasformatore;Nord;1;57,4;2,97;68,7;63,2;5;25;standard;0
AST-00955;turbina_eolica;Isole;28;53,9;1,01;80,0;60,9;2;501;standard;1
AST-00956;turbina_eolica;Isole;32;42,2;0,39;71,9;57,1;1;528;critica;1
AST-00957;linea_AT;Sud;25;52,7;1,53;61,3;61,8;1;385;critica;0
AST-00958;turbina_eolica;Centro;21;55,7;1,78;54,6;72,7;3;257;standard;0
AST-00959;linea_AT;Centro;15;41,3;1,25;67,8;51,9;4;191;standard;0
AST-00960;linea_AT;Centro;6;40,1;3,98;79,8;57,2;6;211;standard;0
AST-00961;trasformatore;Centro;21;43,3;6,26;91,8;75,7;3;266;standard;1
AST-00962;trasformatore;Centro;27;20,3;1,99;41,6;68,6;2;261;standard;0
AST-00963;linea_AT;Nord;21;44,5;1,35;99,7;79,9;4;218;critica;0
AST-00964;linea_AT;Nord;2;48,5;2,44;62,8;82,1;3;210;standard;0
AST-00965;trasformatore;Isole;16;43,3;3,99;84,6;43,0;1;452;alta;1
AST-00966;trasformatore;Centro;12;45,1;1,08;54,7;66,0;4;273;standard;0
AST-00967;linea_AT;Isole;15;41,6;2,87;39,0;54,9;4;298;standard;0
AST-00968;linea_AT;Nord;14;24,0;1,53;44,4;45,2;4;227;standard;0
AST-00969;trasformatore;Centro;19;57,0;3,49;62,0;51,0;5;359;standard;0
AST-00970;turbina_eolica;Nord;5;38,7;0,82;77,4;57,8;1;158;alta;0
AST-00971;cabina_primaria;Nord;19;36,4;4,31;68,6;57,9;9;280;standard;0
AST-00972;trasformatore;Nord;18;54,2;2,04;63,5;53,5;2;87;critica;0
AST-00973;cabina_primaria;Nord;11;50,8;2,44;88,1;61,8;3;158;standard;0
AST-00974;trasformatore;Isole;24;44,5;0,71;68,0;96,3;1;329;critica;0
AST-00975;turbina_eolica;Nord;2;48,9;0,7;73,0;37,8;3;270;standard;0
AST-00976;turbina_eolica;Centro;15;31,6;2,18;100,0;77,9;5;341;standard;0
AST-00977;trasformatore;Centro;17;41,3;2,49;67,9;61,7;2;202;standard;0
AST-00978;cabina_primaria;Centro;18;53,7;1,43;55,5;55,9;1;304;standard;0
AST-00979;turbina_eolica;Centro;19;35,9;2,66;76,7;33,7;6;342;standard;0
AST-00980;cabina_primaria;Nord;15;33,0;0,71;81,2;72,7;2;157;critica;0
AST-00981;trasformatore;Isole;23;42,7;0,53;73,4;41,8;1;390;alta;1
AST-00982;cabina_primaria;Sud;25;42,9;1,88;70,8;73,6;1;399;standard;0
AST-00983;cabina_primaria;Sud;29;47,8;0,69;94,7;86,4;3;273;standard;0
AST-00984;linea_AT;Centro;16;29,6;0,4;92,4;44,0;6;219;standard;0
AST-00985;trasformatore;Nord;16;19,1;0,87;65,9;78,4;1;331;alta;0
AST-00986;linea_AT;Isole;24;50,3;2,43;56,4;62,4;0;340;alta;1
AST-00987;turbina_eolica;Nord;10;32,3;2,01;75,7;32,7;1;228;standard;0
AST-00988;cabina_primaria;Nord;17;36,5;4,03;56,3;45,1;6;202;standard;0
AST-00989;turbina_eolica;Nord;11;22,4;2,1;83,9;64,5;6;147;standard;0
AST-00990;trasformatore;Sud;25;51,2;0,73;75,6;67,6;0;358;standard;1
AST-00991;trasformatore;Centro;17;45,2;2,54;100,0;39,9;0;350;standard;0
AST-00992;linea_AT;Sud;21;44,8;1,05;94,5;62,4;0;384;standard;0
AST-00993;cabina_primaria;Sud;21;44,7;1,41;48,6;73,5;1;397;alta;0
AST-00994;trasformatore;Nord;11;23,5;1,07;58,7;76,0;1;288;standard;0
AST-00995;linea_AT;Isole;15;33,1;0,65;33,5;56,2;3;357;critica;0
AST-00996;cabina_primaria;Centro;19;37,9;8,36;29,5;68,1;5;126;alta;1
AST-00997;trasformatore;Centro;18;35,3;0,93;70,0;77,0;0;351;standard;0
AST-00998;trasformatore;Nord;19;39,6;0,35;46,5;73,9;5;171;standard;0
AST-00999;linea_AT;Isole;22;44,2;2,74;97,5;74,5;1;451;standard;1
AST-01000;linea_AT;Nord;25;51,1;0,26;88,8;63,6;5;99;alta;0
AST-01001;trasformatore;Nord;12;28,7;1,54;63,1;60,7;1;191;standard;0
AST-01002;cabina_primaria;Centro;12;41,9;3,02;62,1;65,8;5;122;critica;0
AST-01003;turbina_eolica;Nord;8;48,4;0,58;94,7;51,3;2;165;alta;0
AST-01004;cabina_primaria;Nord;4;33,7;1,73;98,9;77,6;3;108;standard;0
AST-01005;cabina_primaria;Centro;26;40,3;1,37;51,2;40,6;4;140;standard;0
AST-01006;cabina_primaria;Centro;25;46,2;0,92;48,9;54,9;5;186;standard;0
AST-01007;turbina_eolica;Isole;29;42,1;4,03;62,6;61,5;2;197;standard;1
AST-01008;trasformatore;Nord;9;48,1;1,36;75,8;68,6;5;67;standard;0
AST-01009;turbina_eolica;Sud;34;42,9;2,71;58,8;71,2;5;403;alta;1
AST-01010;trasformatore;Centro;15;39,2;3,19;76,1;82,8;2;238;standard;0
AST-01011;linea_AT;Sud;21;31,4;1,49;100,0;63,1;3;254;standard;0
AST-01012;trasformatore;Centro;26;44,2;0,75;42,7;51,9;5;254;alta;0
AST-01013;turbina_eolica;Centro;21;42,9;3,24;60,0;60,0;3;140;standard;0
AST-01014;trasformatore;Isole;38;33,1;1,54;43,0;57,5;2;438;standard;1
AST-01015;trasformatore;Nord;15;47,2;1,66;52,9;69,3;5;151;standard;0
AST-01016;trasformatore;Nord;12;53,4;1,3;62,7;47,1;4;134;alta;0
AST-01017;linea_AT;Sud;19;36,1;3,17;54,9;59,5;1;333;standard;1
AST-01018;linea_AT;Sud;12;35,5;0,67;77,4;84,7;3;545;standard;0
AST-01019;trasformatore;Nord;12;35,1;1,68;70,7;64,5;4;99;alta;0
AST-01020;cabina_primaria;Centro;24;26,9;0,76;73,4;47,3;2;228;alta;0
AST-01021;cabina_primaria;Isole;29;60,0;1,3;62,5;57,2;0;443;standard;1
AST-01022;trasformatore;Sud;23;38,0;3,45;64,1;30,7;0;263;standard;0
AST-01023;linea_AT;Isole;19;34,3;3,42;61,7;61,2;0;252;alta;1
AST-01024;turbina_eolica;Centro;18;31,9;1,45;63,5;85,1;4;162;standard;0
AST-01025;trasformatore;Sud;29;38,5;2,1;75,5;45,4;1;401;critica;1
AST-01026;turbina_eolica;Nord;17;35,7;2,07;33,4;41,6;4;133;standard;0
AST-01027;trasformatore;Isole;26;54,9;0,77;73,2;52,9;3;362;alta;0
AST-01028;cabina_primaria;Nord;9;30,8;2,47;52,4;74,9;6;233;critica;0
AST-01029;cabina_primaria;Sud;28;28,2;0,83;61,9;85,9;5;275;standard;0
AST-01030;cabina_primaria;Centro;1;47,0;1,24;39,9;68,3;2;203;standard;0
AST-01031;linea_AT;Centro;19;41,0;0,36;61,5;44,0;4;89;standard;0
AST-01032;linea_AT;Sud;38;40,0;2,76;73,0;61,7;2;366;alta;1
AST-01033;cabina_primaria;Centro;8;47,0;3,18;76,2;87,1;4;228;critica;0
AST-01034;trasformatore;Isole;24;43,2;2,16;46,6;57,6;2;444;critica;1
AST-01035;trasformatore;Centro;17;41,6;1,74;75,4;64,0;5;118;standard;0
AST-01036;linea_AT;Centro;14;29,3;1,19;88,5;65,4;7;195;alta;0
AST-01037;trasformatore;Nord;20;27,0;2,81;59,1;40,4;1;58;alta;0
AST-01038;trasformatore;Centro;20;35,7;4,66;68,0;76,0;4;190;standard;0
AST-01039;trasformatore;Centro;18;32,2;0,93;30,8;74,0;6;329;alta;0
AST-01040;linea_AT;Nord;19;44,4;1,47;51,9;34,1;5;134;standard;0
AST-01041;trasformatore;Nord;14;25,8;0,73;72,9;43,4;7;51;critica;0
AST-01042;trasformatore;Sud;42;38,0;1,74;85,2;48,4;2;286;alta;1
AST-01043;trasformatore;Sud;24;40,4;1,29;57,2;72,5;0;211;standard;0
AST-01044;turbina_eolica;Sud;24;41,6;1,55;100,0;51,5;2;236;standard;1
AST-01045;cabina_primaria;Nord;4;45,6;2,83;73,7;67,6;3;214;critica;0
AST-01046;trasformatore;Nord;11;39,1;3,37;45,1;59,5;4;44;standard;0
AST-01047;linea_AT;Nord;21;36,0;0,64;91,2;63,0;5;185;standard;0
AST-01048;linea_AT;Sud;15;53,2;2,06;45,4;68,9;1;342;standard;0
AST-01049;trasformatore;Sud;10;39,1;4,04;73,9;65,8;0;297;standard;0
AST-01050;cabina_primaria;Nord;14;54,8;2,37;51,3;61,7;5;178;standard;0
AST-01051;linea_AT;Sud;31;39,1;0,78;43,6;66,6;1;265;standard;0
AST-01052;linea_AT;Nord;14;41,9;3,27;85,3;65,0;9;227;critica;0
AST-01053;trasformatore;Nord;12;40,8;2,48;63,3;59,1;4;104;alta;0
AST-01054;trasformatore;Nord;3;44,1;2,32;99,1;56,0;6;129;alta;0
AST-01055;cabina_primaria;Nord;17;38,2;1,44;49,7;88,3;5;120;standard;0
AST-01056;linea_AT;Sud;27;42,9;2,23;39,9;55,8;0;395;alta;0
AST-01057;cabina_primaria;Isole;14;55,8;8,05;59,4;81,1;0;424;standard;1
AST-01058;cabina_primaria;Nord;21;51,4;0,3;100,0;52,4;4;15;alta;0
AST-01059;trasformatore;Centro;22;51,5;1,23;83,0;73,3;3;230;alta;0
AST-01060;linea_AT;Sud;30;29,9;1,32;78,0;87,0;2;200;standard;0
AST-01061;turbina_eolica;Isole;29;31,4;0,13;78,6;57,3;0;353;critica;0
AST-01062;linea_AT;Centro;21;44,0;5,79;59,3;52,7;3;201;critica;1
AST-01063;trasformatore;Nord;17;48,9;0,73;100,0;56,0;4;132;standard;1
AST-01064;trasformatore;Centro;22;37,3;0,69;76,2;61,7;4;250;critica;0
AST-01065;linea_AT;Nord;3;35,7;0,45;74,6;66,5;6;218;alta;0
AST-01066;linea_AT;Isole;16;54,5;1,22;85,7;61,4;1;318;standard;1
AST-01067;linea_AT;Centro;13;48,2;2,32;45,1;56,1;7;145;standard;0
AST-01068;trasformatore;Sud;22;51,5;1,65;52,2;89,4;3;337;alta;0
AST-01069;trasformatore;Nord;16;38,0;0,82;63,6;59,2;6;37;alta;0
AST-01070;cabina_primaria;Centro;19;37,3;2,23;85,8;53,3;6;172;standard;0
AST-01071;turbina_eolica;Sud;30;50,5;1,66;44,6;73,6;1;448;standard;0
AST-01072;turbina_eolica;Centro;24;39,6;3,74;66,8;73,9;1;89;standard;1
AST-01073;linea_AT;Centro;12;36,5;1,02;64,2;81,8;1;183;standard;0
AST-01074;turbina_eolica;Isole;26;33,8;0,95;39,7;89,0;2;333;standard;0
AST-01075;linea_AT;Sud;18;37,4;2,92;58,8;66,8;4;500;standard;0
AST-01076;turbina_eolica;Nord;13;49,9;0,7;77,8;58,0;8;117;alta;0
AST-01077;cabina_primaria;Centro;19;28,4;0,44;41,3;35,4;1;172;standard;0
AST-01078;cabina_primaria;Centro;1;47,7;1,63;93,4;48,9;3;128;alta;0
AST-01079;cabina_primaria;Centro;31;35,6;2,37;76,4;64,9;3;211;alta;0
AST-01080;linea_AT;Nord;17;40,1;0,41;74,2;45,5;9;182;critica;0
AST-01081;turbina_eolica;Nord;10;40,7;3,14;68,1;39,8;1;89;critica;0
AST-01082;linea_AT;Isole;37;40,0;0,37;48,3;62,9;2;459;critica;1
AST-01083;cabina_primaria;Isole;23;39,4;1,07;56,3;72,9;2;402;standard;0
AST-01084;linea_AT;Sud;24;38,0;1,66;74,5;58,5;0;408;standard;0
AST-01085;linea_AT;Isole;22;36,9;3,98;56,3;74,6;0;354;standard;1
AST-01086;linea_AT;Sud;33;53,9;4,13;71,4;70,6;5;359;standard;1
AST-01087;linea_AT;Sud;22;42,2;1,89;51,8;78,1;2;323;standard;1
AST-01088;linea_AT;Sud;24;40,9;1,21;76,1;92,4;1;457;standard;0
AST-01089;trasformatore;Centro;24;36,2;1,27;77,5;98,6;4;219;standard;0
AST-01090;turbina_eolica;Centro;21;38,3;5,43;38,7;72,2;2;211;standard;1
AST-01091;linea_AT;Nord;14;36,2;3,55;69,2;55,6;4;123;standard;0
AST-01092;trasformatore;Centro;24;48,9;2,17;40,6;62,9;5;169;critica;0
AST-01093;cabina_primaria;Nord;29;35,2;1,93;34,5;84,0;12;179;standard;0
AST-01094;linea_AT;Nord;16;21,8;1,81;57,3;49,5;4;226;standard;0
AST-01095;trasformatore;Centro;18;42,5;0,29;100,0;82,3;6;155;standard;0
AST-01096;cabina_primaria;Centro;18;39,5;0,08;82,0;59,6;8;220;standard;0
AST-01097;linea_AT;Nord;22;36,7;1,41;93,1;65,2;3;175;critica;0
AST-01098;linea_AT;Sud;19;50,2;0,63;79,0;50,7;2;369;standard;0
AST-01099;turbina_eolica;Sud;21;17,4;1,95;71,7;43,5;2;203;standard;0
AST-01100;cabina_primaria;Nord;5;56,2;1,84;84,1;58,1;6;86;alta;0
AST-01101;turbina_eolica;Nord;7;51,5;0,43;56,5;80,2;4;51;standard;0
AST-01102;linea_AT;Nord;11;36,3;1,97;76,5;52,2;3;163;standard;0
AST-01103;trasformatore;Sud;23;37,9;2,05;89,2;84,6;2;268;standard;0
AST-01104;linea_AT;Sud;34;46,5;2,01;80,6;54,0;2;300;standard;1
AST-01105;linea_AT;Nord;17;46,8;1,03;90,4;47,0;2;64;standard;0
AST-01106;linea_AT;Sud;18;36,3;2,29;71,3;65,6;2;308;alta;0
AST-01107;turbina_eolica;Nord;10;27,4;2,4;98,5;71,5;3;70;standard;0
AST-01108;cabina_primaria;Centro;25;61,0;2,28;64,3;64,6;2;271;standard;0
AST-01109;linea_AT;Isole;32;50,6;1,36;100,0;64,1;3;418;standard;1
AST-01110;trasformatore;Nord;14;43,4;4,33;78,3;84,4;4;172;standard;0
AST-01111;cabina_primaria;Nord;11;43,6;3,76;61,1;63,3;5;136;standard;0
AST-01112;linea_AT;Centro;24;47,6;1,74;46,8;55,4;3;47;critica;0
AST-01113;cabina_primaria;Centro;11;48,7;0,96;53,5;46,1;4;173;alta;0
AST-01114;cabina_primaria;Isole;27;23,2;0,87;50,7;79,8;1;319;critica;0
AST-01115;cabina_primaria;Isole;39;38,8;2,43;66,4;56,0;1;400;standard;1
AST-01116;linea_AT;Nord;15;37,9;0,55;45,1;57,4;5;210;standard;0
AST-01117;linea_AT;Nord;9;40,5;2,55;91,3;76,7;1;186;standard;0
AST-01118;trasformatore;Sud;25;48,9;0,48;70,0;90,8;4;441;standard;1
AST-01119;turbina_eolica;Nord;11;25,9;1,54;69,3;65,5;4;115;standard;0
AST-01120;linea_AT;Isole;17;29,9;2,42;47,0;60,1;2;331;standard;0
AST-01121;turbina_eolica;Sud;27;35,9;0,9;54,2;61,9;3;423;alta;0
AST-01122;cabina_primaria;Nord;21;43,4;3,1;28,0;55,6;3;173;alta;0
AST-01123;trasformatore;Sud;21;49,5;1,24;97,1;57,0;3;320;standard;1
AST-01124;turbina_eolica;Nord;12;56,7;1,64;42,5;57,1;3;308;standard;1
AST-01125;turbina_eolica;Centro;11;39,4;0,23;43,8;74,8;6;256;standard;0
AST-01126;turbina_eolica;Centro;16;49,5;0,47;93,4;60,8;4;195;alta;0
AST-01127;trasformatore;Centro;14;48,4;0,26;75,0;81,0;3;155;standard;0
AST-01128;trasformatore;Sud;17;46,9;2,73;70,2;60,4;2;446;alta;0
AST-01129;cabina_primaria;Sud;34;41,8;1,2;74,1;56,9;1;357;standard;0
AST-01130;turbina_eolica;Isole;28;38,4;3,3;85,2;79,9;4;382;alta;1
AST-01131;trasformatore;Isole;28;32,4;0,16;69,8;62,3;3;434;alta;0
AST-01132;trasformatore;Centro;22;31,8;2,22;40,2;60,2;5;280;standard;0
AST-01133;turbina_eolica;Nord;19;45,1;0,23;81,2;62,5;4;204;alta;0
AST-01134;trasformatore;Sud;21;41,5;0,82;75,6;82,5;2;411;critica;0
AST-01135;linea_AT;Isole;27;38,3;1,52;89,1;66,3;0;416;standard;1
AST-01136;linea_AT;Nord;12;48,0;1,17;45,5;79,5;4;204;standard;0
AST-01137;trasformatore;Centro;20;40,2;2,01;54,9;58,7;4;151;standard;0
AST-01138;linea_AT;Centro;19;33,8;1,03;75,1;77,3;1;355;standard;0
AST-01139;trasformatore;Nord;12;39,6;1,39;51,0;65,3;5;61;critica;0
AST-01140;trasformatore;Sud;15;49,4;0,7;25,6;74,4;2;365;standard;0
AST-01141;cabina_primaria;Nord;15;32,8;2,51;71,6;75,5;6;53;alta;0
AST-01142;turbina_eolica;Sud;22;43,9;1,79;84,1;48,8;2;332;standard;1
AST-01143;cabina_primaria;Sud;12;41,5;2,2;65,7;63,0;2;294;standard;0
AST-01144;trasformatore;Sud;26;35,2;1,61;77,9;75,4;3;351;standard;0
AST-01145;trasformatore;Centro;23;39,4;2,82;75,3;77,6;7;237;alta;0
AST-01146;turbina_eolica;Nord;29;27,9;1,04;68,2;79,5;2;83;standard;0
AST-01147;turbina_eolica;Sud;21;43,0;1,72;70,4;63,5;2;338;standard;0
AST-01148;cabina_primaria;Sud;20;29,7;8,67;92,3;83,6;0;451;critica;1
AST-01149;trasformatore;Centro;10;51,7;0,6;50,6;52,8;5;105;standard;0
AST-01150;cabina_primaria;Isole;26;41,2;3,43;81,9;41,1;1;312;alta;0
AST-01151;cabina_primaria;Nord;15;36,9;6,31;46,7;58,1;2;229;standard;1
AST-01152;linea_AT;Sud;18;52,4;2,35;53,7;78,7;2;346;alta;1
AST-01153;trasformatore;Nord;13;32,7;0,1;89,5;46,8;3;172;standard;0
AST-01154;turbina_eolica;Nord;2;35,3;0,62;46,2;41,4;6;242;standard;0
AST-01155;trasformatore;Centro;23;25,5;2,03;63,7;37,9;4;146;standard;0
AST-01156;linea_AT;Nord;9;53,8;1,62;100,0;72,3;5;118;standard;1
AST-01157;turbina_eolica;Nord;14;58,9;4,44;86,5;41,7;2;109;alta;1
AST-01158;cabina_primaria;Nord;5;26,9;4,54;54,7;69,7;2;132;standard;0
AST-01159;linea_AT;Centro;14;34,7;1,53;57,8;57,4;2;317;standard;0
AST-01160;turbina_eolica;Sud;21;42,6;1,62;64,9;51,2;1;204;standard;0
AST-01161;linea_AT;Nord;14;37,4;1,09;91,6;48,0;9;64;critica;0
AST-01162;turbina_eolica;Sud;26;41,7;2,28;50,0;64,9;1;231;standard;0
AST-01163;cabina_primaria;Sud;32;40,9;0,78;48,9;51,4;1;452;alta;0
AST-01164;trasformatore;Nord;18;45,7;1,49;80,8;61,9;4;111;critica;0
AST-01165;cabina_primaria;Nord;20;33,4;0,83;37,7;67,6;7;134;standard;0
AST-01166;cabina_primaria;Sud;32;43,7;1,93;51,6;70,6;1;211;critica;0
AST-01167;cabina_primaria;Sud;26;32,0;3,28;66,5;75,1;5;319;standard;1
AST-01168;turbina_eolica;Centro;17;38,3;0,48;67,4;64,3;4;279;alta;0
AST-01169;cabina_primaria;Sud;29;26,4;1,41;43,4;47,3;3;360;alta;0
AST-01170;trasformatore;Nord;20;38,4;3,98;74,4;68,5;8;151;standard;0
AST-01171;linea_AT;Centro;21;36,8;4,77;78,0;71,2;2;85;standard;1
AST-01172;trasformatore;Sud;14;50,5;1,1;56,1;59,5;0;314;standard;0
AST-01173;trasformatore;Nord;9;41,5;0,86;97,9;58,0;2;172;standard;0
AST-01174;turbina_eolica;Sud;21;43,1;0,06;74,1;96,7;2;261;standard;0
AST-01175;trasformatore;Centro;22;41,8;3,52;49,9;43,9;4;262;alta;1
AST-01176;turbina_eolica;Sud;23;22,8;3,37;97,2;68,9;1;411;standard;0
AST-01177;cabina_primaria;Centro;24;24,0;1,78;58,6;76,6;1;168;standard;0
AST-01178;trasformatore;Nord;22;39,1;6,76;71,2;57,2;3;218;standard;1
AST-01179;linea_AT;Nord;21;44,5;1,62;59,2;59,6;6;151;standard;0
AST-01180;trasformatore;Nord;21;39,9;3,6;79,2;56,4;6;252;standard;0
AST-01181;linea_AT;Sud;17;34,2;1,15;59,3;62,0;4;503;standard;0
AST-01182;linea_AT;Nord;17;39,8;1,37;60,4;74,6;4;73;standard;0
AST-01183;turbina_eolica;Nord;10;39,1;2,02;65,1;59,2;2;222;standard;0
AST-01184;linea_AT;Nord;4;49,0;0,84;59,0;100,0;5;264;critica;0
AST-01185;cabina_primaria;Nord;12;48,5;2,96;87,3;55,7;6;82;alta;0
AST-01186;cabina_primaria;Sud;31;37,0;1,83;45,4;81,3;3;294;standard;0
AST-01187;turbina_eolica;Centro;20;41,6;0,3;67,3;69,6;4;163;standard;0
AST-01188;turbina_eolica;Isole;37;44,5;3,65;69,6;63,5;1;369;standard;1
AST-01189;linea_AT;Nord;15;45,8;0,78;65,8;82,6;3;131;standard;0
AST-01190;trasformatore;Sud;38;56,9;0,85;85,4;39,6;2;324;alta;0
AST-01191;cabina_primaria;Centro;18;41,7;1,36;40,9;68,0;2;277;standard;0
AST-01192;trasformatore;Centro;17;52,5;2,32;78,2;52,0;2;58;standard;1
AST-01193;cabina_primaria;Sud;15;31,6;2,12;45,6;55,9;4;262;alta;0
AST-01194;trasformatore;Isole;32;36,3;4,47;58,8;55,2;3;434;alta;1
AST-01195;trasformatore;Sud;20;22,8;2,04;43,7;48,5;2;384;standard;0
AST-01196;cabina_primaria;Nord;10;43,4;0,44;62,0;38,9;5;75;standard;0
AST-01197;cabina_primaria;Nord;22;47,8;0,69;57,6;67,4;4;205;standard;1
AST-01198;cabina_primaria;Sud;30;19,0;0,4;97,5;61,1;1;446;alta;0
AST-01199;cabina_primaria;Nord;21;43,7;0,39;72,3;57,8;6;156;standard;0
AST-01200;turbina_eolica;Sud;21;47,4;1,24;75,9;72,6;2;259;standard;0
AST-01201;trasformatore;Centro;17;46,9;3,48;48,1;68,3;0;280;standard;0
AST-01202;trasformatore;Centro;17;31,2;1,82;81,3;58,3;2;348;standard;1
AST-01203;turbina_eolica;Sud;28;49,0;2,38;97,5;100,0;4;269;standard;1
AST-01204;trasformatore;Sud;32;42,1;2,93;83,7;76,3;3;343;alta;0
AST-01205;cabina_primaria;Nord;16;47,3;3,65;44,4;96,2;5;247;standard;0
AST-01206;trasformatore;Nord;26;40,9;0,92;59,6;56,2;2;169;critica;0
AST-01207;trasformatore;Centro;22;45,4;3,32;70,0;65,5;3;70;standard;0
AST-01208;trasformatore;Centro;16;52,0;3,03;57,6;44,7;8;245;critica;0
AST-01209;trasformatore;Nord;19;40,2;1,2;100,0;57,4;9;82;standard;0
AST-01210;trasformatore;Centro;27;44,6;0,87;59,3;53,8;3;108;standard;0
AST-01211;linea_AT;Sud;35;53,2;1,47;67,2;100,0;1;202;standard;0
AST-01212;trasformatore;Sud;30;40,8;4,38;57,2;52,3;1;435;standard;1
AST-01213;linea_AT;Centro;17;31,9;3,61;72,2;58,7;6;143;standard;0
AST-01214;cabina_primaria;Centro;16;48,1;1,19;92,9;41,6;4;237;alta;0
AST-01215;linea_AT;Nord;17;54,9;3,39;70,1;69,5;5;206;standard;0
AST-01216;linea_AT;Centro;27;53,6;2,66;64,1;49,4;4;223;standard;1
AST-01217;turbina_eolica;Nord;17;48,4;2,33;48,7;74,9;7;184;standard;0
AST-01218;trasformatore;Centro;20;20,9;4,15;89,8;37,0;4;240;alta;0
AST-01219;trasformatore;Sud;23;36,3;2,1;65,4;60,3;1;351;standard;0
AST-01220;cabina_primaria;Nord;12;36,7;1,74;64,6;36,2;4;99;standard;0
AST-01221;linea_AT;Nord;13;42,4;0,25;25,9;55,1;3;92;standard;0
AST-01222;trasformatore;Nord;15;57,2;2,91;65,7;58,0;2;152;alta;0
AST-01223;turbina_eolica;Isole;35;32,3;0,81;60,8;53,6;4;370;alta;0
AST-01224;cabina_primaria;Centro;16;62,2;0,71;35,1;55,0;3;244;standard;0
AST-01225;linea_AT;Nord;14;38,6;1,78;85,8;75,6;4;248;standard;0
AST-01226;linea_AT;Isole;20;35,1;0,69;58,4;92,4;0;408;standard;1
AST-01227;cabina_primaria;Centro;21;49,6;2,22;100,0;66,8;6;145;standard;0
AST-01228;linea_AT;Centro;25;50,3;1,96;93,5;50,0;3;36;alta;0
AST-01229;linea_AT;Isole;35;47,8;1,84;55,0;62,9;2;318;alta;0
AST-01230;trasformatore;Nord;15;35,1;1,47;92,6;57,0;3;52;standard;0
AST-01231;trasformatore;Nord;17;46,5;2,85;97,0;74,5;1;102;alta;1
AST-01232;cabina_primaria;Centro;16;32,7;2,23;57,9;66,0;3;229;standard;0
AST-01233;linea_AT;Nord;17;34,8;2,2;49,4;39,9;3;167;alta;0
AST-01234;turbina_eolica;Sud;25;41,1;0,88;29,2;77,4;1;489;alta;1
AST-01235;linea_AT;Nord;14;34,6;1,58;74,8;75,5;4;199;alta;0
AST-01236;trasformatore;Nord;15;51,5;0,87;50,5;82,9;1;313;standard;0
AST-01237;cabina_primaria;Nord;17;36,8;1,56;75,4;54,8;3;217;standard;0
AST-01238;trasformatore;Centro;15;40,0;0,98;57,8;66,2;4;297;standard;0
AST-01239;cabina_primaria;Nord;13;34,1;1,53;54,0;45,4;5;131;standard;0
AST-01240;turbina_eolica;Nord;24;51,3;1,58;57,9;61,3;5;74;standard;0
AST-01241;trasformatore;Sud;39;36,0;1,53;44,6;67,6;2;304;alta;0
AST-01242;trasformatore;Nord;7;52,3;2,9;57,9;53,1;4;159;standard;0
AST-01243;cabina_primaria;Nord;6;51,6;2,43;54,7;66,8;3;110;standard;0
AST-01244;trasformatore;Nord;8;38,0;0,55;67,7;64,4;5;80;alta;0
AST-01245;trasformatore;Nord;13;42,3;1,41;69,9;55,7;7;193;standard;0
AST-01246;linea_AT;Nord;19;37,7;1,83;48,7;81,6;5;80;standard;0
AST-01247;turbina_eolica;Centro;21;46,9;0,95;87,8;58,7;4;87;standard;0
AST-01248;turbina_eolica;Nord;15;40,2;1,96;65,1;63,9;2;70;alta;0
AST-01249;trasformatore;Isole;28;38,2;1,04;95,0;41,5;4;361;standard;0
AST-01250;cabina_primaria;Isole;21;42,4;1,65;72,3;69,3;4;301;standard;0
AST-01251;trasformatore;Nord;13;27,8;0,8;69,2;55,3;5;142;standard;0
AST-01252;trasformatore;Nord;14;41,3;1,52;59,2;75,4;7;208;standard;0
AST-01253;trasformatore;Nord;4;47,8;2,48;79,1;43,6;5;206;critica;0
AST-01254;trasformatore;Centro;10;43,2;2,71;68,6;68,0;8;157;alta;0
AST-01255;trasformatore;Nord;7;50,6;1,67;83,5;31,5;6;56;standard;0
AST-01256;trasformatore;Sud;28;38,6;5,6;96,9;70,6;1;294;standard;0
AST-01257;trasformatore;Sud;24;37,9;2,1;54,9;59,6;3;392;standard;0
AST-01258;turbina_eolica;Sud;27;31,9;2,76;79,0;67,6;2;411;alta;0
AST-01259;cabina_primaria;Centro;6;38,3;3,74;78,5;53,6;3;238;standard;0
AST-01260;trasformatore;Isole;16;59,7;0,96;76,2;48,7;1;476;standard;1
AST-01261;trasformatore;Nord;18;44,5;2,46;60,2;55,9;2;298;standard;0
AST-01262;cabina_primaria;Centro;1;36,7;1,95;60,6;64,7;3;171;standard;0
AST-01263;cabina_primaria;Nord;21;32,9;2,52;57,5;70,1;7;279;critica;0
AST-01264;linea_AT;Isole;14;27,6;3,17;57,1;66,3;1;359;standard;0
AST-01265;trasformatore;Centro;22;34,5;0,84;52,9;48,9;5;292;critica;0
AST-01266;turbina_eolica;Sud;18;48,8;5,45;66,1;87,7;2;397;standard;1
AST-01267;trasformatore;Nord;20;38,2;1,73;54,4;66,7;2;15;standard;0
